------------------------------------------------------------
 Velocity Vs Time
------------------------------------------------------------
Time (ps), Velocity (m/s)
               0.319,          3487.705104
              0.3195,          3531.466562
                0.32,          3402.858065
              0.3205,          3401.426477
               0.321,          3429.117606
              0.3215,          3540.226147
               0.322,          3391.056915
              0.3225,          3439.965573
               0.323,          3383.601205
              0.3235,          3431.239091
               0.324,          3505.857759
              0.3245,          3394.467826
               0.325,          3466.680886
              0.3255,          3509.769326
               0.326,          3640.970297
              0.3265,          3553.394251
               0.327,          3472.870447
              0.3275,          3591.849896
               0.328,          3529.017929
              0.3285,          3613.789194
               0.329,          3767.308146
              0.3295,          3752.359566
                0.33,          3888.478043
              0.3305,          3892.975936
               0.331,           3886.18424
              0.3315,          3986.648821
               0.332,          4067.726373
              0.3325,          4102.414631
               0.333,           3945.21994
              0.3335,          3982.879691
               0.334,          4030.040229
              0.3345,           4252.82287
               0.335,          4274.648201
              0.3355,           4285.02995
               0.336,          4234.123249
              0.3365,          4294.488196
               0.337,          4250.786494
              0.3375,          4073.142196
               0.338,          4002.756536
              0.3385,          3936.052747
               0.339,          4046.024668
              0.3395,          3984.009536
                0.34,          3781.432437
              0.3405,          3779.271076
               0.341,          3810.537656
              0.3415,           3815.82692
               0.342,          3785.876768
              0.3425,          3807.041228
               0.343,          3703.691543
              0.3435,          3654.209599
               0.344,          3730.622576
              0.3445,           3721.39434
               0.345,          3682.077474
              0.3455,          3867.665292
               0.346,          3935.711947
              0.3465,           3874.85691
               0.347,          3913.165552
              0.3475,          3967.020455
               0.348,          3988.048737
              0.3485,          4084.862893
               0.349,          4095.731047
              0.3495,          4272.400864
                0.35,          4228.032593
              0.3505,          4126.369726
               0.351,          4038.622536
              0.3515,          4262.016908
               0.352,          4181.160806
              0.3525,          4018.719243
               0.353,          4002.280054
              0.3535,          4050.790546
               0.354,          4080.157698
              0.3545,          4192.943948
               0.355,          4209.518076
              0.3555,          4150.312628
               0.356,           4101.79601
              0.3565,          4173.145403
               0.357,          4224.058476
              0.3575,          4268.225832
               0.358,          4360.612057
              0.3585,          4134.351361
               0.359,          4170.941177
              0.3595,           4240.29087
                0.36,          4191.049945
              0.3605,          4155.905104
               0.361,          4032.474165
              0.3615,          4021.799682
               0.362,          4046.052435
              0.3625,          4189.639065
               0.363,          4259.284742
              0.3635,          4276.095716
               0.364,          4188.786406
              0.3645,          4175.670665
               0.365,          4258.074771
              0.3655,          4297.772923
               0.366,          4436.566516
              0.3665,          4564.593209
               0.367,          4511.006472
              0.3675,          4639.137406
               0.368,          4617.837695
              0.3685,           4560.37552
               0.369,          4437.592591
              0.3695,          4335.838344
                0.37,          4208.519893
              0.3705,          4181.217014
               0.371,          4089.495145
              0.3715,          4177.938794
               0.372,          4213.639799
              0.3725,          4178.800487
               0.373,          4140.521368
              0.3735,          4302.028859
               0.374,          4386.418551
              0.3745,          4302.448072
               0.375,          4306.656465
              0.3755,          4352.564361
               0.376,          4333.825097
              0.3765,          4166.357596
               0.377,          4213.982448
              0.3775,          4160.910109
               0.378,           4386.15398
              0.3785,          4574.558294
               0.379,           4527.97177
              0.3795,          4621.899771
                0.38,          4460.767729
              0.3805,          4472.770062
               0.381,          4419.421793
              0.3815,          4592.854756
               0.382,          4637.799375
              0.3825,          4719.078847
               0.383,          4595.514547
              0.3835,           4746.84483
               0.384,          4707.817636
              0.3845,          4774.539498
               0.385,          4656.788806
              0.3855,          4673.808497
               0.386,          4586.011851
              0.3865,           4488.53552
               0.387,          4575.451944
              0.3875,          4559.717665
               0.388,          4671.770141
              0.3885,          4657.636699
               0.389,          4684.300899
              0.3895,          4597.254978
                0.39,          4572.912937
              0.3905,          4748.850418
               0.391,          4799.121624
              0.3915,          4853.271038
               0.392,          4853.218949
              0.3925,          4901.920255
               0.393,          5012.572408
              0.3935,          4989.287661
               0.394,          5040.700052
              0.3945,          4975.990208
               0.395,          5006.545594
              0.3955,          5066.615645
               0.396,           5149.65309
              0.3965,          5099.517749
               0.397,          5311.009417
              0.3975,          5239.139671
               0.398,          5175.908231
              0.3985,          5010.602408
               0.399,          5051.576785
              0.3995,          5077.858547
                 0.4,          5110.047857
              0.4005,          5069.088562
               0.401,          5146.601823
              0.4015,          5135.344977
               0.402,          5139.978279
              0.4025,          5252.695156
               0.403,          5267.296463
              0.4035,          5218.568693
               0.404,          5240.191861
              0.4045,          5342.067643
               0.405,           5255.35327
              0.4055,          5302.366883
               0.406,          5379.619008
              0.4065,          5610.049265
               0.407,          5546.927237
              0.4075,          5605.514038
               0.408,          5717.267058
              0.4085,          5646.034412
               0.409,          5643.495643
              0.4095,           5637.11486
                0.41,          5652.212196
              0.4105,          5689.861044
               0.411,          5715.360632
              0.4115,          5703.634643
               0.412,          5638.933857
              0.4125,          5586.553972
               0.413,           5569.60874
              0.4135,          5587.690593
               0.414,          5515.656872
              0.4145,          5579.952037
               0.415,          5339.774141
              0.4155,          5359.594162
               0.416,          5461.126965
              0.4165,           5490.78854
               0.417,          5566.249891
              0.4175,          5552.356965
               0.418,          5485.985265
              0.4185,          5504.663046
               0.419,          5626.094987
              0.4195,          5658.903367
                0.42,          5671.605614
              0.4205,          5817.571759
               0.421,          5843.462925
              0.4215,          5884.934244
               0.422,          5895.160852
              0.4225,          6084.482126
               0.423,           6068.69115
              0.4235,          6078.471046
               0.424,          5986.169462
              0.4245,          6026.214652
               0.425,          6060.777883
              0.4255,          6094.487789
               0.426,          6049.106636
              0.4265,          5962.789976
               0.427,          5996.650215
              0.4275,          6025.351531
               0.428,          5918.879328
              0.4285,          5876.788657
               0.429,          5953.564485
              0.4295,          5888.087035
                0.43,          5790.004314
              0.4305,          5965.617246
               0.431,          5962.626125
              0.4315,          5882.915381
               0.432,          5930.969364
              0.4325,           6031.83083
               0.433,          6120.878917
              0.4335,          6128.883959
               0.434,          6078.103921
              0.4345,          6008.683794
               0.435,          6034.553793
              0.4355,          6077.979276
               0.436,          6176.785928
              0.4365,          6123.409079
               0.437,          5999.609938
              0.4375,          6015.645855
               0.438,          6017.387756
              0.4385,          6045.039193
               0.439,           6046.05993
              0.4395,          6036.267795
                0.44,           6027.67548
              0.4405,          6143.791888
               0.441,          6135.984873
              0.4415,           6204.56683
               0.442,          6211.945173
              0.4425,          6202.586947
               0.443,          6122.721609
              0.4435,          6152.445305
               0.444,            6278.0875
              0.4445,          6281.433987
               0.445,           6344.41539
              0.4455,          6251.832463
               0.446,          6304.617393
              0.4465,          6383.347678
               0.447,          6426.916545
              0.4475,          6292.280931
               0.448,          6162.231432
              0.4485,           6247.69318
               0.449,          6202.450624
              0.4495,          6224.239415
                0.45,          6162.574543
              0.4505,          6106.534693
               0.451,          6205.119642
              0.4515,          6178.817001
               0.452,          6184.752388
              0.4525,          6255.463853
               0.453,          6273.921821
              0.4535,          6354.989439
               0.454,          6320.822046
              0.4545,          6260.862448
               0.455,          6375.087396
              0.4555,          6292.502875
               0.456,          6141.601581
              0.4565,          6241.285001
               0.457,          6283.960879
              0.4575,          6336.619776
               0.458,          6118.254331
              0.4585,           6095.33754
               0.459,            5998.6503
              0.4595,           6205.41427
                0.46,          6133.307384
              0.4605,          6226.868767
               0.461,          6355.077548
              0.4615,          6332.580997
               0.462,          6460.515871
              0.4625,          6378.937099
               0.463,          6335.959392
              0.4635,          6306.828023
               0.464,          6303.956845
              0.4645,          6118.403187
               0.465,           6225.34248
              0.4655,          6213.152361
               0.466,          6360.708248
              0.4665,          6318.536724
               0.467,          6209.721594
              0.4675,          6225.818971
               0.468,          6190.376101
              0.4685,          6202.976956
               0.469,          5790.643531
              0.4695,          5729.511721
                0.47,          5746.392833
              0.4705,          5771.622643
               0.471,          5754.579306
              0.4715,          5703.013606
               0.472,          5760.780716
              0.4725,          5555.280605
               0.473,          5494.155206
              0.4735,          5605.059686
               0.474,          5856.932904
              0.4745,          6026.446578
               0.475,          6066.208449
              0.4755,          6063.624135
               0.476,          6094.508461
              0.4765,          5995.659789
               0.477,          5975.342668
              0.4775,          5768.675333
               0.478,          5646.069821
              0.4785,          5662.473384
               0.479,          5689.959109
              0.4795,          5591.296695
                0.48,          5558.920437
              0.4805,          5686.519873
               0.481,          5893.716405
              0.4815,          5840.010867
               0.482,          6004.975699
              0.4825,          6170.188829
               0.483,          6325.307647
              0.4835,          6305.723232
               0.484,          6209.580165
              0.4845,          6243.502247
               0.485,           6326.52976
              0.4855,          6358.550544
               0.486,          6289.967887
              0.4865,            6320.4765
               0.487,          6295.066923
              0.4875,          6387.452671
               0.488,          6445.341365
              0.4885,          6414.608948
               0.489,          6348.276748
              0.4895,           6256.07875
                0.49,          6253.931564
              0.4905,          6304.657815
               0.491,          6290.245196
              0.4915,          6177.963965
               0.492,           6357.90168
              0.4925,          6185.300563
               0.493,           6302.80128
              0.4935,          6378.950304
               0.494,          6432.778746
              0.4945,          6373.687232
               0.495,          6386.409304
              0.4955,          6320.487433
               0.496,          6354.209401
              0.4965,          6297.133621
               0.497,          6342.190694
              0.4975,          6429.950107
               0.498,          6437.677723
              0.4985,          6429.554587
               0.499,          6245.604424
              0.4995,          6233.041039
                 0.5,          6304.250839
