------------------------------------------------------------
 Velocity Vs Time
------------------------------------------------------------
Time (ps), Velocity (m/s)
               0.659,         15778.332123
                0.66,         15794.799855
               0.661,         15828.004321
               0.662,          15876.79998
               0.663,         16043.550278
               0.664,         16090.215244
               0.665,          15683.74121
               0.666,         15454.142604
               0.667,         15663.317184
               0.668,         15938.871717
               0.669,         16124.571584
                0.67,         16252.542514
               0.671,         16385.931656
               0.672,         16487.267188
               0.673,         16238.233783
               0.674,         16172.677427
               0.675,         16088.495332
               0.676,         16309.488062
               0.677,          16307.58225
               0.678,         16379.083186
               0.679,         16586.912257
                0.68,          16672.41506
               0.681,         16783.282332
               0.682,         16727.301513
               0.683,         16555.606467
               0.684,          16367.79345
               0.685,          16068.87874
               0.686,         15905.875701
               0.687,         15947.265835
               0.688,         16024.256276
               0.689,         16013.265785
                0.69,         15683.499504
               0.691,         15692.317192
               0.692,         15675.864715
               0.693,         15467.478891
               0.694,         15568.057286
               0.695,         15405.811457
               0.696,         15512.250294
               0.697,         15603.268226
               0.698,         15520.946115
               0.699,         15661.452275
                 0.7,         15651.578315
               0.701,         15347.654833
               0.702,         15335.295645
               0.703,         15438.223549
               0.704,         15389.998708
               0.705,          15432.87082
               0.706,         15766.790783
               0.707,         15774.971449
               0.708,         16015.847308
               0.709,         15939.429725
                0.71,         15897.519595
               0.711,         16047.805516
               0.712,         16031.583717
               0.713,         16127.200431
               0.714,         16354.287404
               0.715,         16486.536129
               0.716,          16440.21636
               0.717,         16397.480148
               0.718,         16446.305291
               0.719,         16462.174007
                0.72,         16285.177212
               0.721,         16145.647044
               0.722,         16104.735569
               0.723,          16099.66707
               0.724,         15984.780317
               0.725,         16149.313008
               0.726,         16209.157549
               0.727,         16205.881976
               0.728,         16141.576137
               0.729,         16178.626291
                0.73,         16112.815932
               0.731,         16275.867146
               0.732,         16246.884758
               0.733,         16146.398791
               0.734,         16188.696777
               0.735,         16206.540309
               0.736,         16139.616874
               0.737,         16077.251571
               0.738,         15937.065961
               0.739,         15847.015168
                0.74,         15691.931097
               0.741,         15512.541715
               0.742,         15528.378433
               0.743,         15482.496597
               0.744,         15342.046217
               0.745,         15106.715408
               0.746,         15089.772199
               0.747,          15044.75254
               0.748,         15186.293898
               0.749,         15068.982395
                0.75,         15032.519081
               0.751,         14884.884267
               0.752,          15186.73065
               0.753,         15235.824448
               0.754,         15218.159526
               0.755,         15330.603513
               0.756,         15409.363413
               0.757,         15278.845302
               0.758,         15400.030792
               0.759,         15487.669645
                0.76,         15580.445856
               0.761,         15692.047881
               0.762,         15824.642766
               0.763,         16101.004734
               0.764,         16000.259504
               0.765,         15890.973736
               0.766,         15814.080102
               0.767,          15731.29414
               0.768,         15653.368496
               0.769,         15725.535839
                0.77,         15777.061098
               0.771,         15880.161056
               0.772,         15859.848266
               0.773,         15898.743644
               0.774,         15924.231205
               0.775,         15699.425682
               0.776,         15852.531407
               0.777,         15817.687257
               0.778,         15588.979842
               0.779,         15586.743056
                0.78,         15655.499205
               0.781,         15680.531028
               0.782,         15494.838137
               0.783,         15247.664968
               0.784,         15402.275141
               0.785,         15250.638839
               0.786,         15265.639068
               0.787,         15212.310219
               0.788,          15225.07012
               0.789,         15103.152492
                0.79,         15099.400255
               0.791,         15115.505998
               0.792,         14944.114464
               0.793,         14907.391917
               0.794,         14733.231674
               0.795,         14751.013295
               0.796,         14902.321727
               0.797,         14714.930674
               0.798,         14801.403472
               0.799,         14787.486801
                 0.8,         14874.530643
               0.801,         14963.964425
               0.802,         15002.308489
               0.803,         15109.054826
               0.804,         15238.342649
               0.805,         15296.099045
               0.806,         15181.821193
               0.807,         15307.930049
               0.808,         15451.004143
               0.809,         15349.314447
                0.81,         15391.343471
               0.811,         15522.580697
               0.812,         15676.554086
               0.813,         15668.223851
               0.814,         15804.807289
               0.815,         15667.223671
               0.816,         15949.869101
               0.817,         15893.191258
               0.818,          15822.84913
               0.819,         15746.094291
                0.82,         15453.273682
               0.821,         15380.266425
               0.822,         15552.649858
               0.823,         15468.276797
               0.824,          15529.87785
               0.825,         15401.308962
               0.826,         15564.570431
               0.827,         15796.374957
               0.828,          15860.63638
               0.829,         15911.914983
                0.83,         16188.289816
               0.831,          16200.61552
               0.832,          16151.66265
               0.833,         15991.858011
               0.834,         16134.631447
               0.835,         16047.677099
               0.836,         16007.412826
               0.837,         15927.783599
               0.838,         16189.687581
               0.839,         16265.839778
                0.84,         16604.798175
               0.841,         16706.326943
               0.842,         16830.567906
               0.843,         16632.541059
               0.844,         16716.918303
               0.845,         16641.025962
               0.846,         16690.703022
               0.847,         16871.339783
               0.848,         17006.523706
               0.849,         16896.726849
                0.85,         16831.633821
               0.851,         17079.335153
               0.852,         17065.555182
               0.853,         17015.889877
               0.854,         16808.891428
               0.855,         16705.220283
               0.856,          16661.03773
               0.857,         16724.737255
               0.858,         16974.332088
               0.859,          16825.81065
                0.86,         16807.059269
               0.861,         16802.737823
               0.862,         16891.625378
               0.863,         16840.211101
               0.864,         16839.069608
               0.865,         16713.344075
               0.866,         16751.148545
               0.867,         16518.766058
               0.868,         16492.724508
               0.869,         16384.215366
                0.87,         16283.601644
               0.871,         16551.036533
               0.872,         16643.636326
               0.873,         16551.964952
               0.874,         16741.102825
               0.875,         16693.249993
               0.876,         16593.464193
               0.877,         16581.359942
               0.878,         16866.054944
               0.879,         16763.779536
                0.88,         16775.025713
               0.881,         16657.187409
               0.882,         16669.120768
               0.883,          16681.29341
               0.884,         16559.963216
               0.885,         16311.977799
               0.886,         16360.989683
               0.887,         16379.301665
               0.888,         16467.508461
               0.889,           16333.7172
                0.89,         16427.208769
               0.891,         16496.431041
               0.892,         16732.931582
               0.893,         16837.291471
               0.894,         16852.704438
               0.895,         16772.994272
               0.896,         16798.209362
               0.897,         16697.372302
               0.898,         16441.344994
               0.899,         16472.062377
                 0.9,         16439.666538
               0.901,          16562.14405
               0.902,         16484.741664
               0.903,         16228.537537
               0.904,         16522.413521
               0.905,         16538.275872
               0.906,         16415.435367
               0.907,         16411.018485
               0.908,         16361.271551
               0.909,         16392.542251
                0.91,         16355.952538
               0.911,          16463.63059
               0.912,         16409.963087
               0.913,         16240.079152
               0.914,         16170.173638
               0.915,         16106.967296
               0.916,         16181.758699
               0.917,         16075.418647
               0.918,         16002.223725
               0.919,         16074.489642
                0.92,         15876.233049
               0.921,         15848.658243
               0.922,         15769.618498
               0.923,         15843.476003
               0.924,         15806.377295
               0.925,         15800.613554
               0.926,         16060.907719
               0.927,         16014.522947
               0.928,         16068.702955
               0.929,         16185.035407
                0.93,         16250.315376
               0.931,         16086.777735
               0.932,         16069.976769
               0.933,         16117.394886
               0.934,         16131.154302
               0.935,         16044.313372
               0.936,         15878.245232
               0.937,         15737.618472
               0.938,         15772.298452
               0.939,         15584.459644
                0.94,         15498.837878
               0.941,         15415.123964
               0.942,         15578.302642
               0.943,         15370.767587
               0.944,         15414.941215
               0.945,         15307.962499
               0.946,         15464.329215
               0.947,          15443.67286
               0.948,         15543.701108
               0.949,         15681.615201
                0.95,          15630.11751
               0.951,         15810.568622
               0.952,         15675.609392
               0.953,         15789.328853
               0.954,         16001.198509
               0.955,         15968.440533
               0.956,          15663.29494
               0.957,         15890.507952
               0.958,         15845.296887
               0.959,         16023.320343
                0.96,         16216.776452
               0.961,         16399.971992
               0.962,         16375.711551
               0.963,         16402.661996
               0.964,         16504.950797
               0.965,         16539.219688
               0.966,         16383.921196
               0.967,          16362.38284
               0.968,         16168.136002
               0.969,         16207.344708
                0.97,         16221.700826
               0.971,         16233.273548
               0.972,         16094.622611
               0.973,         16040.347703
               0.974,         16098.231731
               0.975,         16180.498177
               0.976,         16313.566269
               0.977,         16502.253631
               0.978,         16640.079856
               0.979,         16743.809403
                0.98,         16750.068529
               0.981,         16720.956438
               0.982,         16449.063865
               0.983,         16426.869633
               0.984,         16480.659022
               0.985,         16551.042518
               0.986,          16550.22092
               0.987,         16244.429936
               0.988,         16305.507872
               0.989,         16325.838163
                0.99,          16434.09759
               0.991,         16549.973127
               0.992,         16534.731853
               0.993,         16412.390044
               0.994,         16477.679019
               0.995,         16532.439036
               0.996,         16602.350274
               0.997,         16529.779231
               0.998,         16501.674823
               0.999,         16413.250472
                   1,         16441.122628
               1.001,         16781.893746
               1.002,         16677.165909
               1.003,         16723.574788
               1.004,         16710.564829
               1.005,         16472.777741
               1.006,         16283.383581
               1.007,         16287.305138
               1.008,         16222.167059
               1.009,         16228.777583
                1.01,         16239.262688
               1.011,         16194.370255
               1.012,         16051.116848
               1.013,         16000.313632
               1.014,         15883.214185
               1.015,         15814.906214
               1.016,         16060.015172
               1.017,         16079.280166
               1.018,         15786.720458
               1.019,         15840.436503
                1.02,         15846.082174
               1.021,         15899.692649
               1.022,         16023.582305
               1.023,          16260.61482
               1.024,         16226.667404
               1.025,         16145.585022
               1.026,         16171.560605
               1.027,         16193.592633
               1.028,         16122.988665
               1.029,         16050.545207
                1.03,         16036.358944
               1.031,         15868.217652
               1.032,         15945.184317
               1.033,         15767.692237
               1.034,         16086.323521
               1.035,         16106.132184
               1.036,         16236.026346
               1.037,         16397.406609
               1.038,         16551.918772
               1.039,         16780.691271
                1.04,         16441.376712
               1.041,         16523.637556
               1.042,         16278.071177
               1.043,         16367.373642
               1.044,         16175.649763
               1.045,         16165.017627
