------------------------------------------------------------
 Velocity Vs Time
------------------------------------------------------------
Time (ps), Velocity (m/s)
                 4.4,          4548.257582
                4.41,          4168.247264
                4.42,           3147.35208
                4.43,          3298.157603
                4.44,          4023.649829
                4.45,          4018.316885
                4.46,          3505.502685
                4.47,          3569.698485
                4.48,            3667.2948
                4.49,          4074.571233
                 4.5,          3547.882744
                4.51,          3755.740897
                4.52,          3826.997084
                4.53,          4066.138105
                4.54,          4124.817221
                4.55,          3943.827294
                4.56,           3383.91258
                4.57,          3425.580957
                4.58,          4411.222933
                4.59,          4890.987416
                 4.6,          5216.300568
                4.61,          4807.954716
                4.62,           4540.22323
                4.63,          4712.694212
                4.64,          4687.404303
                4.65,          4899.279332
                4.66,          4790.834708
                4.67,          4882.360119
                4.68,           4733.22078
                4.69,          4533.642518
                 4.7,          4323.753836
                4.71,          4566.283624
                4.72,          4375.416364
                4.73,          4449.363136
                4.74,          3366.829627
                4.75,          3036.223142
                4.76,           3165.79936
                4.77,          2605.971186
                4.78,          2108.831385
                4.79,           2282.57119
                 4.8,           2257.76522
                4.81,          2490.149982
                4.82,          2930.428253
                4.83,          2753.567963
                4.84,          2635.681055
                4.85,          3125.860984
                4.86,           2262.80286
                4.87,          2718.355745
                4.88,          3157.478363
                4.89,          4025.976263
                 4.9,          3951.693059
                4.91,          4462.979609
                4.92,          5012.985345
                4.93,          5291.126831
                4.94,          5410.682992
                4.95,          5089.005973
                4.96,          4988.089756
                4.97,           4993.70138
                4.98,          5224.783983
                4.99,          4745.534288
                   5,          4371.192204
                5.01,          3586.948613
                5.02,          4208.922178
                5.03,          3769.746869
                5.04,          3445.534668
                5.05,          3950.241289
                5.06,          3453.991193
                5.07,          3510.030396
                5.08,          3501.922281
                5.09,          3695.997002
                 5.1,          3339.745468
                5.11,          3243.219105
                5.12,           3315.18638
                5.13,          3607.798347
                5.14,            4011.3597
                5.15,           3847.69922
                5.16,          3845.421961
                5.17,          3122.036153
                5.18,          3077.262114
                5.19,          3204.790659
                 5.2,          2648.165781
                5.21,          3421.795344
                5.22,          2820.749002
                5.23,          3023.072333
                5.24,          2078.249053
                5.25,          2401.334687
                5.26,          1817.673239
                5.27,          2411.558719
                5.28,          2096.417327
                5.29,          2456.116749
                 5.3,          2542.935094
                5.31,          2390.385152
                5.32,          2565.468913
                5.33,          3298.916323
                5.34,          3289.879612
                5.35,           3289.95117
                5.36,           3259.32556
                5.37,          2831.371293
                5.38,          2955.665368
                5.39,            2413.3691
                 5.4,          2278.320596
                5.41,          1994.624614
                5.42,          1726.052423
                5.43,          2178.078107
                5.44,          2592.937902
                5.45,          2238.775261
                5.46,          2048.265833
                5.47,          2167.897158
                5.48,          1897.150086
                5.49,          1339.895417
                 5.5,          1449.577634
                5.51,          1504.662319
                5.52,          1515.201874
                5.53,          1779.909714
                5.54,          1602.150532
                5.55,          2020.835885
                5.56,          1650.245726
                5.57,          1537.836918
                5.58,          1824.830691
                5.59,          2117.851218
                 5.6,          2332.092417
                5.61,          2369.408977
                5.62,          2301.076146
                5.63,          2053.612933
                5.64,          2181.454958
                5.65,          2048.618688
                5.66,          1994.575096
                5.67,          1421.034873
                5.68,          1994.385862
                5.69,          2114.719961
                 5.7,          1882.499984
                5.71,          1740.989384
                5.72,          1731.368218
                5.73,          1815.262947
                5.74,          1352.006537
                5.75,          1242.989658
                5.76,          1573.658945
                5.77,          1653.038823
                5.78,          1595.654621
                5.79,          1524.028282
                 5.8,          1399.180024
                5.81,          1561.756912
                5.82,          1706.905096
                5.83,          2345.489794
                5.84,          1749.834332
                5.85,          2315.598172
                5.86,          2845.498468
                5.87,          2820.528154
                5.88,          2991.460261
                5.89,          2879.035862
                 5.9,           2885.05757
                5.91,          3213.138932
                5.92,          3275.648104
                5.93,          3611.051004
                5.94,           3316.10394
                5.95,          3082.043167
                5.96,          3281.381697
                5.97,           3393.67112
                5.98,          3610.852522
                5.99,          3888.722593
                   6,           3474.03451
                6.01,           4087.03159
                6.02,          4258.938846
                6.03,          3543.470651
                6.04,          3847.036936
                6.05,          4168.714759
                6.06,          4070.797386
                6.07,          3715.461794
                6.08,          3819.284043
                6.09,           3885.65251
                 6.1,          3630.008238
                6.11,          4011.463785
                6.12,          3223.549957
                6.13,          3152.322717
                6.14,          3150.154126
                6.15,          2857.027018
                6.16,          3067.960736
                6.17,          3420.081734
                6.18,          2849.313313
                6.19,          3129.796997
                 6.2,          3540.220828
                6.21,          3894.281214
                6.22,           3689.40359
                6.23,          3987.712523
                6.24,          3593.071319
                6.25,          3828.230209
                6.26,          4191.134059
                6.27,          3812.566455
                6.28,          3428.982616
                6.29,          3589.226894
                 6.3,          3632.987918
                6.31,          3843.094167
                6.32,          4422.704045
                6.33,          4400.480696
                6.34,          4237.959495
                6.35,          4271.150342
                6.36,          4156.116817
                6.37,          3722.358053
                6.38,          3882.791071
                6.39,          4461.736068
                 6.4,          4287.432447
                6.41,          4738.367419
                6.42,          4537.006569
                6.43,          4603.787118
                6.44,          4195.980059
                6.45,          3749.334113
                6.46,           4268.61557
                6.47,          4480.784026
                6.48,          4462.687783
                6.49,          4348.779029
                 6.5,          4061.990203
                6.51,          3463.952727
                6.52,          3448.463412
                6.53,          3479.547542
                6.54,          3586.518903
                6.55,          3736.024103
                6.56,          3703.573553
                6.57,           4057.25062
                6.58,          4015.488763
                6.59,          3877.635117
                 6.6,          4059.447282
                6.61,          4022.527307
                6.62,          4820.511964
                6.63,          4840.066293
                6.64,           4459.99607
                6.65,          4431.393669
                6.66,          4112.184373
                6.67,           3910.15242
                6.68,          3663.718925
                6.69,          3387.349713
                 6.7,          3484.933745
                6.71,          3498.874138
                6.72,          3053.541352
                6.73,          2876.076586
                6.74,          2839.899173
                6.75,          2218.028193
                6.76,          1945.766171
                6.77,          2102.055362
                6.78,          2152.440377
                6.79,          2116.787582
                 6.8,          1798.979446
                6.81,           2214.81211
                6.82,          2191.059034
                6.83,          1942.190576
                6.84,          1808.899842
                6.85,          1039.903991
                6.86,           926.179702
                6.87,           989.878271
                6.88,           964.967239
                6.89,           941.009634
                 6.9,          1311.670433
                6.91,          1248.635585
                6.92,          1381.161137
                6.93,          1973.370613
                6.94,          2212.972991
                6.95,          2027.874372
                6.96,          2122.954537
                6.97,           2231.83835
                6.98,          2219.995056
                6.99,          1757.080367
                   7,          1842.126733
                7.01,          2409.253656
                7.02,          2340.675801
                7.03,          1972.165963
                7.04,          1758.709722
                7.05,          1373.759086
                7.06,          1155.835796
                7.07,          1484.872125
                7.08,          2440.435907
                7.09,          2694.736881
                 7.1,          2135.468603
                7.11,          2589.569157
                7.12,           2415.63518
                7.13,          2741.931747
                7.14,          2354.993704
                7.15,          2753.101721
                7.16,          3060.545348
                7.17,          3708.432462
                7.18,          3475.453452
                7.19,          3734.932291
                 7.2,          3755.975009
                7.21,          3715.832167
                7.22,          3650.463294
                7.23,          2950.580946
                7.24,          2621.865224
                7.25,          3301.883691
                7.26,          3046.444581
                7.27,           3154.60835
                7.28,          3177.765296
                7.29,          3366.452853
                 7.3,          3024.044711
                7.31,          3303.753883
                7.32,          2845.223008
                7.33,          3033.586574
                7.34,          3765.640055
                7.35,          4325.416094
                7.36,          4161.361679
                7.37,          3487.573005
                7.38,          3203.095347
                7.39,          3221.072049
                 7.4,          3220.919172
                7.41,          3056.029703
                7.42,          3001.332237
                7.43,          3273.699625
                7.44,          3283.454008
                7.45,          3534.866647
                7.46,          3910.045013
                7.47,          4373.794796
                7.48,          4145.932166
                7.49,          3922.514213
                 7.5,          4014.754469
                7.51,          3575.633512
                7.52,          3306.187592
                7.53,          3965.421516
                7.54,          3973.172448
                7.55,          3710.699439
                7.56,          3702.235833
                7.57,          3816.562804
                7.58,          3492.869528
                7.59,          3555.874453
                 7.6,          3381.435214
                7.61,          2950.185621
                7.62,          3090.256179
                7.63,          3089.579912
                7.64,          2992.284808
                7.65,          3091.335863
                7.66,          3110.859476
                7.67,           3761.22817
                7.68,          3448.717735
                7.69,          3523.702055
                 7.7,            3843.3071
                7.71,          4028.366976
                7.72,          4383.620388
                7.73,          4459.857652
                7.74,          4632.904935
                7.75,          4622.472185
                7.76,          4090.958282
                7.77,          3889.001219
                7.78,          3721.356855
                7.79,          3433.345379
                 7.8,          3763.137225
                7.81,          3988.425996
                7.82,          3643.904027
                7.83,          3782.764911
                7.84,          3845.884001
                7.85,          3844.389748
                7.86,          4456.556934
                7.87,          4061.134973
                7.88,          4380.135225
                7.89,          4718.850127
                 7.9,          4840.406713
                7.91,          5030.162485
                7.92,          4675.474014
                7.93,          4362.905998
                7.94,          4472.388381
                7.95,          4117.237316
                7.96,          4233.818582
                7.97,          3115.260348
                7.98,          3318.399133
                7.99,          3087.413145
                   8,          2581.086533
                8.01,          2477.549946
                8.02,          3020.987653
                8.03,          3030.249044
                8.04,          3542.885587
                8.05,          3203.821094
                8.06,          3201.459642
                8.07,          2510.814325
                8.08,          2506.684996
                8.09,          2031.244424
                 8.1,          1840.675553
                8.11,          1483.882832
                8.12,          1085.259767
                8.13,            895.67344
                8.14,          1236.711339
                8.15,          1288.317931
                8.16,          1558.362097
                8.17,          2080.922065
                8.18,          1653.298322
                8.19,           1776.77476
                 8.2,          1807.844499
                8.21,          2326.977533
                8.22,          2299.372893
                8.23,          1840.560596
                8.24,          1600.930596
                8.25,          1599.296996
                8.26,          1996.353165
                8.27,          2209.433079
                8.28,          2933.379452
                8.29,          3152.825051
                 8.3,          2995.051399
                8.31,          2900.950536
                8.32,          3121.008927
                8.33,          2589.801511
                8.34,          2495.895775
                8.35,          2173.252942
                8.36,          2527.305598
                8.37,          2852.737045
                8.38,          2990.264618
                8.39,          2616.641851
                 8.4,          2349.013899
                8.41,          2372.442175
                8.42,          2447.084168
                8.43,          2394.897631
                8.44,          2439.484807
                8.45,          2880.566913
                8.46,           3339.21217
                8.47,          3506.168327
                8.48,          3642.801988
                8.49,          3759.656614
                 8.5,          3941.390789
                8.51,          3515.341425
                8.52,          3549.298445
                8.53,          4385.960743
                8.54,          4726.146985
                8.55,          4883.249069
                8.56,           4821.53961
                8.57,          4544.825879
                8.58,           4316.02486
                8.59,           3300.53973
                 8.6,          3033.296628
                8.61,          3499.722742
                8.62,          2926.044176
                8.63,           3294.65169
                8.64,          3205.870793
                8.65,          2740.671665
                8.66,          3186.247166
                8.67,          3635.146457
                8.68,          3187.355455
                8.69,          3186.276184
                 8.7,          3355.293062
                8.71,           3496.56561
                8.72,          3230.228487
                8.73,           2893.79801
                8.74,          2516.984067
                8.75,            2674.2293
                8.76,          2929.007412
                8.77,          3179.047485
                8.78,           3695.49948
                8.79,          3755.899467
                 8.8,          3423.369369
                8.81,          3860.137851
                8.82,          4059.285239
                8.83,          4528.713156
                8.84,          4768.676072
                8.85,           4484.16448
                8.86,          4227.930326
                8.87,          4166.007644
                8.88,           3772.58997
                8.89,          3802.747122
                 8.9,          3755.928354
                8.91,          4002.396247
                8.92,          4208.915215
                8.93,          4581.912136
                8.94,          4258.336392
                8.95,          4567.381956
                8.96,           4605.17903
                8.97,          4603.672915
                8.98,          4767.999087
                8.99,           4306.94335
                   9,          4807.576128
                9.01,          5083.813183
                9.02,          4838.114169
                9.03,          4767.674803
                9.04,          4789.632048
                9.05,          4474.967596
                9.06,          4132.496017
                9.07,           4389.19769
                9.08,          4856.985117
                9.09,          5525.275324
                 9.1,          5011.789077
                9.11,          5154.442937
                9.12,          4560.715003
                9.13,          4519.704904
                9.14,           4300.74978
                9.15,          4652.093967
                9.16,          4970.022471
                9.17,          5458.112761
                9.18,          5336.680853
                9.19,          5360.042029
                 9.2,          5241.227996
                9.21,          4703.397776
                9.22,          5018.514219
                9.23,           4853.06728
                9.24,          5211.719323
                9.25,          4913.809644
                9.26,          4853.062995
                9.27,          4948.470151
                9.28,          4783.085574
                9.29,          4795.557241
                 9.3,          4615.223665
                9.31,          4473.412241
                9.32,          4566.388894
                9.33,          4243.972326
                9.34,          3414.899307
                9.35,          2901.342267
                9.36,           2943.24946
                9.37,          3265.926085
                9.38,          2692.875856
                9.39,          2696.252943
                 9.4,           3169.94167
                9.41,          3714.320044
                9.42,          4022.691861
                9.43,          4452.834342
                9.44,          4479.186932
                9.45,          5108.390491
                9.46,          5638.933063
                9.47,          5093.026507
                9.48,           4878.08229
                9.49,          4810.079563
                 9.5,          4378.766425
                9.51,          4037.042037
                9.52,          4382.536444
                9.53,          4860.549952
                9.54,          4959.975512
                9.55,          4292.058401
                9.56,          4278.983689
                9.57,          4284.558325
                9.58,          4812.397654
                9.59,          4704.173559
                 9.6,          5021.089997
                9.61,          5292.381221
                9.62,          5187.090865
                9.63,          5145.476774
                9.64,          5007.959483
                9.65,          4813.767984
                9.66,          4586.722341
                9.67,          4814.972676
                9.68,          4195.942519
                9.69,          4360.612258
                 9.7,          3408.429282
                9.71,          2819.855919
                9.72,          2813.253045
                9.73,          2602.449639
                9.74,          2071.459808
                9.75,          1652.429697
                9.76,          1365.120942
                9.77,          1711.366403
                9.78,          1207.046446
                9.79,          1550.654757
                 9.8,          2013.782915
                9.81,          2558.759705
                9.82,          2346.274041
                9.83,          2685.567097
                9.84,           2641.05634
                9.85,          2922.885946
                9.86,          3191.220997
                9.87,          3218.110807
                9.88,          3375.696913
                9.89,          3226.301621
                 9.9,          2737.008274
                9.91,           2656.32199
                9.92,          2979.567552
                9.93,          2594.958166
                9.94,          2404.115475
                9.95,          1632.594152
                9.96,          1867.196718
                9.97,          1916.509751
                9.98,          2400.946571
                9.99,          2410.564437
                  10,          1984.168711
               10.01,          2524.623467
               10.02,          2879.766498
               10.03,          2884.865265
               10.04,          2501.325963
               10.05,          3195.671567
               10.06,          2853.319034
               10.07,          2404.433446
               10.08,          2669.597405
               10.09,          2793.082466
                10.1,          2327.786456
               10.11,          2191.080136
               10.12,          1933.355975
               10.13,          2050.754608
               10.14,          2113.522486
               10.15,          2025.923792
               10.16,           2349.25017
               10.17,          2713.403806
               10.18,          2458.577977
               10.19,          2583.814332
                10.2,          2238.914925
               10.21,          2457.692923
               10.22,           2481.72379
               10.23,          2686.496285
               10.24,          3123.623348
               10.25,          3710.617335
               10.26,          3401.064082
               10.27,          3297.693517
               10.28,          3341.782067
               10.29,          3078.065927
                10.3,          3227.048027
               10.31,          3227.194593
               10.32,          3586.253743
               10.33,          3333.295198
               10.34,          3573.718932
               10.35,          3287.252284
               10.36,          3394.725819
               10.37,          3160.209391
               10.38,          2632.854884
               10.39,          2352.754661
                10.4,          2923.830366
               10.41,          3341.926493
               10.42,          3397.409772
               10.43,          2892.986608
               10.44,          2850.474124
               10.45,          3003.801864
