------------------------------------------------------------
 Velocity Vs Time
------------------------------------------------------------
Time (ps), Velocity (m/s)
                5.81,          2784.297607
                5.82,          2565.798783
                5.83,          2824.643426
                5.84,          2490.214016
                5.85,          2504.732493
                5.86,          2885.262182
                5.87,          2378.927155
                5.88,          2020.104408
                5.89,          2822.882401
                 5.9,          2954.574568
                5.91,          1918.834838
                5.92,          2261.431772
                5.93,          2328.770496
                5.94,          2934.424309
                5.95,          2827.912555
                5.96,          2787.560798
                5.97,          2602.440006
                5.98,          2286.713643
                5.99,          1698.574736
                   6,          1096.382334
                6.01,          1224.073429
                6.02,            901.11069
                6.03,          1205.756955
                6.04,          1317.859881
                6.05,          1960.693955
                6.06,          1236.003186
                6.07,          1384.243483
                6.08,          1396.615791
                6.09,          1380.497248
                 6.1,          1274.087821
                6.11,          1509.324467
                6.12,          1426.104706
                6.13,          1583.161467
                6.14,          1659.316524
                6.15,          1515.016588
                6.16,          1058.530211
                6.17,           983.045416
                6.18,          1042.261917
                6.19,          1820.446425
                 6.2,          1307.535848
                6.21,          1478.272964
                6.22,          2012.872127
                6.23,          2399.064717
                6.24,          2020.821592
                6.25,          2561.320902
                6.26,          2756.348125
                6.27,          2095.240746
                6.28,          1849.068099
                6.29,          2016.905068
                 6.3,          2174.007613
                6.31,          1975.107701
                6.32,          1969.989627
                6.33,          1469.580697
                6.34,          1383.200258
                6.35,          1809.208724
                6.36,          2399.477214
                6.37,          3052.122486
                6.38,          2350.022874
                6.39,          2358.255277
                 6.4,           2306.34965
                6.41,          1988.227334
                6.42,          1971.283429
                6.43,          2322.918585
                6.44,          2608.850418
                6.45,          2696.244477
                6.46,          3215.965995
                6.47,          3099.129144
                6.48,          3742.925396
                6.49,          3163.603202
                 6.5,          2744.141537
                6.51,          2319.421693
                6.52,          2347.926555
                6.53,          2711.590046
                6.54,          2000.359498
                6.55,          1487.131964
                6.56,          1284.259358
                6.57,          1385.717271
                6.58,          1547.451491
                6.59,           2315.02436
                 6.6,          2470.563446
                6.61,          1862.452891
                6.62,          1730.282514
                6.63,          1133.804782
                6.64,          1202.495587
                6.65,          1826.459557
                6.66,          1881.626304
                6.67,          2046.844007
                6.68,          2246.184658
                6.69,          2738.978596
                 6.7,          2613.735914
                6.71,          3577.673808
                6.72,           2807.03809
                6.73,          3078.931477
                6.74,          3346.322914
                6.75,          3352.087618
                6.76,          3630.135678
                6.77,          3336.454039
                6.78,          3869.602025
                6.79,          2810.483505
                 6.8,          2497.540902
                6.81,          3120.544323
                6.82,          3572.002147
                6.83,          3027.103757
                6.84,          2822.627038
                6.85,          2611.154481
                6.86,          2539.734449
                6.87,          2959.243267
                6.88,          3111.836099
                6.89,          2947.546102
                 6.9,          2887.113874
                6.91,           2701.02178
                6.92,          2196.267027
                6.93,          2394.910156
                6.94,          2275.602472
                6.95,          2408.357133
                6.96,          2353.236293
                6.97,          2553.298722
                6.98,          3021.567013
                6.99,          2986.976424
                   7,          2462.281057
                7.01,          1924.727418
                7.02,          1848.698043
                7.03,          1784.031789
                7.04,          2202.801089
                7.05,           2542.85209
                7.06,          2205.748701
                7.07,          1827.549606
                7.08,          1588.505536
                7.09,          2232.187655
                 7.1,          2706.077215
                7.11,          2378.623504
                7.12,           2447.38278
                7.13,          2893.508557
                7.14,           2915.81484
                7.15,          2420.747377
                7.16,          3034.861437
                7.17,          3568.611993
                7.18,          3758.827628
                7.19,          3541.380248
                 7.2,           3926.92276
                7.21,           3985.79692
                7.22,          4252.582147
                7.23,          3894.242283
                7.24,           3627.47297
                7.25,          3127.437562
                7.26,          3573.007974
                7.27,          3452.154466
                7.28,          3232.762282
                7.29,          3942.191549
                 7.3,          4099.008973
                7.31,          3926.708795
                7.32,          3478.621232
                7.33,          3027.471176
                7.34,          3564.811361
                7.35,          3236.381269
                7.36,          3390.371473
                7.37,           3709.74439
                7.38,          3848.597813
                7.39,          4214.192946
                 7.4,          4787.376078
                7.41,          4340.348185
                7.42,          3827.604831
                7.43,          3484.577415
                7.44,          3538.128347
                7.45,          3249.263189
                7.46,          3046.701673
                7.47,          3021.031273
                7.48,          2772.616378
                7.49,          2614.352424
                 7.5,          2884.261668
                7.51,          3001.481519
                7.52,          2913.910834
                7.53,          3415.913561
                7.54,          3301.855662
                7.55,          3215.787456
                7.56,          3543.371227
                7.57,           3581.64747
                7.58,            3243.4104
                7.59,          3609.651712
                 7.6,          3602.445947
                7.61,          3188.671661
                7.62,          3745.624735
                7.63,           3080.95395
                7.64,          4028.666383
                7.65,          4401.347411
                7.66,          4031.330368
                7.67,          3677.451121
                7.68,          3497.341915
                7.69,          3042.250096
                 7.7,          3058.895817
                7.71,          3366.791551
                7.72,          2781.677583
                7.73,          2107.117095
                7.74,          2220.767701
                7.75,          2676.520778
                7.76,          2735.989353
                7.77,          2502.327133
                7.78,          2857.431518
                7.79,          2911.656801
                 7.8,          2700.068488
                7.81,          3124.753973
                7.82,          2897.815853
                7.83,          2703.147848
                7.84,          2338.893319
                7.85,           2289.18741
                7.86,          1929.270038
                7.87,          2321.871773
                7.88,          2074.619048
                7.89,          2116.125308
                 7.9,          2091.304578
                7.91,          2353.626353
                7.92,           2296.68016
                7.93,          2211.453229
                7.94,          2365.034641
                7.95,          2387.112243
                7.96,          2278.294974
                7.97,          2466.797884
                7.98,          2785.497491
                7.99,          2413.379179
